local_id,vendor_url,vendor_variant,vendor_stock,vendor_price,vendor_shipping,reference,compare_url,compare_variant,compare_stock,compare_price,compare_shipping,profit_formula,selling_formula,reprice_store,reprice_sku,reprice_pause
1847086,http://www.bedbathandbeyond.com/1/1/196550-madison-park-malone-7-piece-queen-comforter-set.html,,1,112.99,13.99,,#14586633513271,,,0,0,,,,,0
1847121,http://www.amazon.com/Exerpeutic-1301-Aero-Air-Ellipticals/dp/B005NCOUDS,,1,88.29,0,,#14608247378674,,,0,0,,,,,0
1847363,http://www.dickssportinggoods.com/product/index.jsp?productId=2935027,,1,59.99,0,,#14586658177810,,,0,0,,,,,0
1847364,http://www.dickssportinggoods.com/product/index.jsp?productId=2935027,color,0,59.99,0,,#1458665835906,,,0,0,,,,,0
1847365,http://www.dickssportinggoods.com/product/index.jsp?productId=2935027,Black,1,59.99,0,,#14586658571200,,,0,0,,,,,0
1847366,http://www.amazon.com/Master-Lock-2953AT-12-Volt-Portable/dp/B000COTKDM,,1,69.91,0,,#14606447553096,,,0,0,,,,,0
1847424,http://www.walmart.com/ip/47199247?wmlspartner=wlpa&adid=22222222228036570565&wl0=&wl1=g&wl2=m&wl3=80715783872&wl4=&wl5=pla&wl6=158886653072&veh=sem,,1,139.99,0,,#14586678451342,,,0,0,,,,,0
1848212,http://www.amazon.com/Black-Decker-BV3600-Amp-Blower/dp/B007VSQFIU,,1,56.88,0,,#14586696995912,,,0,0,,,,,0
1848226,http://www.amazon.com/Decker-BV3600-3-In-1-Blower-230-MPH/dp/B007VSQFIU?SubscriptionId=AKIAJZ5RM3DQXSWELRIQ&tag=affiliate-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B007VSQFIU,,1,56.88,0,,#14586694602857,,,0,0,,,,,0
1848232,http://www.amazon.com/Decker-BV3600-3-In-1-Blower-230-MPH/dp/B007VSQFIU?SubscriptionId=AKIAJZ5RM3DQXSWELRIQ&tag=affiliate-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B007VSQFIU,BLACK+DECKER,0,56.88,0,,#14586695764705,,,0,0,,,,,0
1848234,http://www.amazon.com/Black-Decker-BV3600-Amp-Blower/dp/B007VSQFIU,BLACK+DECKER,0,56.88,0,,#14586696747920,,,0,0,,,,,0
1848239,http://www.amazon.com/Creative-T50W-Wireless-Bluethooth-Speakers/dp/B00M175AJ6,,1,199.99,0,,#14586699336947,,,0,0,,,,,0
1848293,http://www.amazon.com/Goalrilla-Blocking-Dummy/dp/B005G1N9TC?SubscriptionId=AKIAJZ5RM3DQXSWELRIQ&tag=affiliate-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B005G1N9TC,,1,49.99,0,,#14586702815293,,,0,0,,,,,0
1848336,http://www.amazon.com/Uniden-26-Mile-22-Channel-Two-Way-Radio/dp/B007B5ZHTG?SubscriptionId=AKIAJZ5RM3DQXSWELRIQ&tag=affiliate-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B007B5ZHTG,,1,52.94,0,,#14586711679421,,,0,0,,,,,0
1848398,http://www.bedbathandbeyond.com/store/product/amelia-tufted-ottoman/3274046,http://www.bedbathandbeyond.com/store/product/amelia-tufted-ottoman/3274046,0,69.99,0,,#14586724369135,,,0,0,,,,,0
1848500,http://www.walmart.com/ip/700c-Hyper-SpinFit-Men-s-Hybrid-Bike-Red/37370373,,1,129,0,,#14586740446064,,,0,0,,,,,0
1848634,http://www.amazon.com/gp/product/B0026SM66A/ref=pd_lpo_sbs_dp_ss_2?pf_rd_p=1944687722&pf_rd_s=lpo-top-stripe-1&pf_rd_t=201&pf_rd_i=B000V29B7K&pf_rd_m=ATVPDKIKX0DER&pf_rd_r=0BC4GYZC6TDE078WCWCQ,,1,26.39,0,,#14586758466595,,,0,0,,,,,0
1848738,http://www.overstock.com/Sports-Toys/Tailgaterz-Magnetic-Door-Screen-House/9543115/product.html?refccid=BGIYYFVDZHR3XZSEOKELEUNTTI&searchidx=1,Overstock,0,119.99,0,,#14586769769556,,,0,0,,,,,0
1848741,http://www.overstock.com/Sports-Toys/Tailgaterz-Magnetic-Door-Screen-House/9543115/product.html?recset=a5f24128-4c17-482b-ade7-58c09fcad6e0&refccid=DPFKJYDSQS5KKH2DMOMKTUR2PA&searchidx=0&recalg=61&recidx=0,,1,119.99,0,,#14586770975552,,,0,0,,,,,0
1848822,http://www.overstock.com/Sports-Toys/Tailgaterz-Magnetic-Door-Screen-House/9543115/product.html?recset=a5f24128-4c17-482b-ade7-58c09fcad6e0&refccid=DPFKJYDSQS5KKH2DMOMKTUR2PA&searchidx=0&recalg=61&recidx=0,Overstock,0,119.99,0,,#14586777982756,,,0,0,,,,,0
1848830,http://www.samsclub.com/sams/detecto-physician-scale-400-lb-capacity/104932.ip?searchTerm=null,"Sams Club",0,144.88,0,,#14586781676460,,,0,0,,,,,0
1848944,http://www.amazon.com/Nuwave-Perfect-Green-Inch-Skillet/dp/B00NVHLURG,,1,32.96,0,,#14586798618450,,,0,0,,,,,0
1848945,http://www.amazon.com/exec/obidos/ASIN/B001IV6MV6,,1,77.5,0,,#14598952716700,,,0,0,,,,,0
1848947,http://www.amazon.com/B-E-S-T-55048-Rubber-Cleaner-Protectant/dp/B002EVWDNU,Amazon,0,20.72,0,,#14586800081205,,,0,0,,,,,0
1849013,http://www.kmart.com/essential-home-5-pc-tray-table-set/p-9990000053008911P?sid=KDx01192011x000001&gclid=CjwKEAiA2IO0BRDXmLndksSB0WgSJADNKqqobgTZYwUwDsIrNHnYFmOMChel9QGmHlIthR3WjsK48hoCGcjw_wcB,,1,44.99,1,,#14586807822024,,,0,0,,,,,0
1849341,http://www.overstock.com/Home-Garden/Brushed-Oak-1-light-Teardrop-Crystal-Chandelier/4737587/product.html,,1,94.99,0,,#14586812916126,,,0,0,,,,,0
1850013,http://www.amazon.com/exec/obidos/ASIN/B004X1674A,,1,84,0,,#14586820253027,,,0,0,,,,,0
1850691,http://www.wayfair.com/Wade-Arm-Chair-VKGL1851-VKGL1851.html?piid[]=15418271,ivory,1,153.99,0,,#14586827551703,,,0,0,,,,,0
1851557,http://www.hayneedle.com/product/hayneedle-celestron-astromaster-114-eq-reflector.cfm,,0,159.98,0,,#14602672796534,,,0,0,,,,,0
1851754,http://www.walmart.com/ip/16539749?u1=0_6_06b39197-d505-a5c0-a308-94cb1b8fb10d&oid=223073.1&wmlspartner=6jqApO3Y0QE&sourceid=20778651953202270651&affillinktype=10&veh=aff,,0,0,0,,#14586838616713,,,0,0,,,,,0
1852677,http://www.walmart.com/ip/Stacking-Sling-Lounge-Chairs-Blue-Set-of-2/30531277,,1,0,0,,#14586849892684,,,0,0,,,,,0
1854031,http://www.amazon.com/Caravan-Canopy-20-Feet-Domain-Carport/dp/B0032UY0C4/ref=pd_sim_sbs_86_1?ie=UTF8&dpID=31PLPuRQuKL&dpSrc=sims&preST=_AC_UL160_SR160%2C160_&refRID=1S00KG17R3X34GFFHQJ7,,1,105.02,0,,#14586867195617,,,0,0,,,,,0
1854038,http://www.walmart.com/ip/35730822?u1=1_6_7b4e6bd1-9bba-e395-b2dd-87925df168da&oid=223073.1&wmlspartner=dlUPo6w0KBI&sourceid=21612046741123840372&affillinktype=10&veh=aff,Black,0,33.97,4.97,,#14586872478710,,,0,0,,,,,0
1854102,http://www.amazon.com/Keter-Rattan-Outdoor-Cooler-Furniture/dp/B007O1CAZQ,,1,97,0,,#14586891371159,,,0,0,,,,,0
1854103,http://www.academy.com/shop/pdp/spalding-54-acrylic-inground-basketball-system-200047873--1,,1,199.99,0,,#14586890696140,,,0,0,,,,,0
1854129,http://www.amazon.com/exec/obidos/ASIN/B004APFLU0,,1,88.85,0,,#1458689705955,,,0,0,,,,,0
1854130,http://www.walmart.com/ip/Everlast-70-lbs.-Heavy-Bag-Kit/3556748,,0,0,4.97,,#14594761174992,,,0,0,,,,,0
1854198,http://www.overstock.com/Home-Garden/Bayou-Classic-3-piece-Cast-Iron-Skillet-Set/5845278/product.html?recset=7cca760b-8bea-4076-a21e-2acc45d903c8&refccid=3KH3F7JVELCYKYKNWDBYG2KBAY&searchidx=0&recalg=63&recidx=0,,0,28.99,2.95,,#14592233293658,,,0,0,,,,,0
1854575,http://www.amazon.com/Torin-Jack-TR6300-Creeper-Seat/dp/B000COC67E/ref=cm_cr_arp_d_product_top?ie=UTF8,,1,26.86,0,,#14586906711191,,,0,0,,,,,0
1854578,http://www.walmart.com/ip/24-Roadmaster-Granite-Peak-Boys-Bike-Gun-Metal-Gray/45089315,,1,79.97,0,,#1458690874756,,,0,0,,,,,0
1854589,http://www.amazon.com/Gypsy-Color-Chandelier-Ceilling-Light/dp/B00TPZAQN2?SubscriptionId=AKIAJZ5RM3DQXSWELRIQ&tag=affiliate-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00TPZAQN2,,1,59.99,0,,#14586913609298,,,0,0,,,,,0
1854591,http://www.walmart.com/ip/BYG-Portable-Gas-Tabletop-Grill/47073820,,1,19.77,4.97,,#14602363648104,,,0,0,,,,,0
1854592,"One of our best sellers, this outrageous pink acrylic crystal-beaded Baroque Style Crystal Chandelier adds a touch of pink glamour to any interior including girls room, nursery, kids room, teen bedroom, college dorm, apartment, sorority house, office, ret",,0,0,0,,#14586913335552,,,0,0,,,,,0
1854597,http://www.walmart.com/ip/Design-Toscano-Shadowed-Predator-Black-Panther-Statue/16631247,,1,106.9,0,,#14586916302953,,,0,0,,,,,0
1854638,http://www.amazon.com/Park-Designs-Sturbridge-Shower-Curtain/dp/B001E4T9A8?SubscriptionId=AKIAJZ5RM3DQXSWELRIQ&tag=affiliate-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B001E4T9A8,,1,23.61,0,,#14586920554160,,,0,0,,,,,0
1854666,,http://www.amazon.com/Magnum-1002-01-Automotive-Ramp-System/dp/B007B6BHW6,0,0,0,,#14586929556519,,,0,0,,,,,0
1854668,http://www.amazon.com/Camco-43633-Brush-Adjustable-Handle/dp/B001D8TGJE,,1,20.25,0,,#14590171145446,,,0,0,,,,,0
1854670,http://www.walmart.com/ip/Stack-On-GCB-8RTA-Security-Plus-8-Gun-Ready-to-Assemble-Storage-Cabinet/14707408,,1,117.4,0,,#14586934491796,,,0,0,,,,,0
1854684,http://www.amazon.com/Quik-Shade-MAX-Chair-Navy/dp/B00SKZYHEC/ref=cm_cr_arp_d_product_top?ie=UTF8,,1,30.63,0,,#14586937756738,,,0,0,,,,,0
1854689,http://www.ebay.com/itm/Weider-Pro-265-Standard-Bench-with-80-lb-Vinyl-Weight-Set-Gym-Workout-Fitness-/281902630229?hash=item41a2b4c555:g:V0kAAOSwKtlWjU2m,,0,123.07,0,,#14586943744574,,,0,0,,,,,0
1854706,http://www.walmart.com/ip/Sauder-Parklane-Nightstand-Cinnamon-Cherry/35697094?action=product_interest&action_type=title&item_id=35697094&placement_id=irs-106-t1&strategy=PWVUB&visitor_id&category=&client_guid=65d5dcad-bde2-402f-97ed-e4f084a75742&customer_,,1,59,0,,#14586946818882,,,0,0,,,,,0
1854708,http://www.amazon.com/exec/obidos/ASIN/B0177H4S5Q,,1,71.49,0,,#14586949719164,,,0,0,,,,,0
1854710,http://www.amazon.com/exec/obidos/ASIN/B004SFKJIQ,,1,67.22,0,,#14600004873519,,,0,0,,,,,0
1854726,http://www.walmart.com/ip/BakerEze-8-Piece-Non-stick-Toaster-Oven-Set/7080386,,1,21,4.97,,#14586955056656,,,0,0,,,,,0
1854754,http://www.walmart.com/ip/45914905,,1,154,0,,#14592556289402,,,0,0,,,,,0
1854806,http://www.kohls.com/product/prd-2133323/solid-down-alternative-reversible-comforter.jsp?color=Gray,,1,99.99,0,,#14586970561891,,,0,0,,,,,0
1854808,http://www.walmart.com/ip/Augason-Farms-Emergency-Water-Storage-Kit/21776414,,1,100,0,,#14593829819081,,,0,0,,,,,0
1855046,,http://www.ebay.com/itm/26-Schwinn-Fairhaven-Womens-7-Speed-Cruiser-Bike-CREAM-Exercise-Ride-Cardio-Fun-/322042427372?hash=item4afb3977ec:g:AagAAOSwv9hW6a3W,0,0,0,,#14586974814701,,,0,0,,,,,0
1855047,http://www.walmart.com/ip/26-Schwinn-Fairhaven-Women-s-7-Speed-Cruiser-Bike-Cream/37370365,http://www.ebay.com/itm/26-Schwinn-Fairhaven-Womens-7-Speed-Cruiser-Bike-CREAM-Exercise-Ride-Cardio-Fun-/322042427372?hash=item4afb3977ec:g:AagAAOSwv9hW6a3W,0,149,0,,#14586975064974,,,0,0,,,,,0
1855095,http://www.amazon.com/Furinno-11181LC-BK-Compact-Computer/dp/B0056NPK6U,,1,31.99,0,,#14586987391594,,,0,0,,,,,0
1855234,http://www.amazon.com/General-Tools-Instruments-850-Pocket/dp/B00563TOTO,,1,29.07,0,,#14586993658679,,,0,0,,,,,0
1855307,,http://www.wayfair.com/Hodedah-Coffee-Table-HODE1096.html,0,0,0,,#14587006381867,,,0,0,,,,,0
1855308,http://www.walmart.com/ip/Rose-3-Piece-Bistro-Patio-Set/12662817,,1,129,0,,#14595642246662,,,0,0,,,,,0
1855310,http://www.walmart.com/ip/10-Strawberry-Street-Nova-Square-Banquet-45-Piece-Dinnerware-Set/19525094,,1,60.97,0,,#14610080721089,,,0,0,,,,,0
1855347,http://www.amazon.com/American-Tourister-Star-Wars-Spinner/dp/B00WOJF6LI,,1,104.99,0,,#14587011838528,,,0,0,,,,,0
1855354,http://www.walmart.com/ip/Independent-Sleep-3-Memory-Foam-Mattress-Topper/37509219,,0,0,0,,#14587015566585,,,0,0,,,,,0
1855355,http://www.walmart.com/ip/Independent-Sleep-3-Memory-Foam-Mattress-Topper/37509219,|King,0,129.99,0,,#14587017778184,,,0,0,,,,,0
1855381,http://www.amazon.com/Cir%C3%A9pil-Non-Strip-Wax/dp/B008L0AIUS?SubscriptionId=AKIAJZ5RM3DQXSWELRIQ&tag=affiliate-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B008L0AIUS,,1,19.5,0,,#1459800412633,,,0,0,,,,,0
1855383,http://www.walmart.com/ip/10-Strawberry-Street-Nova-Square-Banquet-45-Piece-Dinnerware-Set/19525094,"Cream White",1,60.97,0,,#14607767243082,,,0,0,,,,,0
1855385,http://www.walmart.com/ip/19525094,,1,60.97,0,,#14601716785963,,,0,0,,,,,0
1855443,http://www.walmart.com/ip/10980399?wmlspartner=wlpa&adid=22222222227000039931&wl0=&wl1=g&wl2=c&wl3=41081475032&wl4=&wl5=pla&wl6=78310221992&veh=sem,,1,34.99,4.97,,#1458703041908,,,0,0,,,,,0
1855612,http://www.overstock.com/Home-Garden/Pfaltzgraff-Painted-Poppies-Dinnerware-Set-16-pc/6364107/product.html,,1,69.99,0,,#14587036247634,,,0,0,,,,,0
1856219,http://www.overstock.com/Home-Garden/INSPIRE-Q-Darcy-Espresso-Metal-Upholstered-Dining-Chair-Set-of-4/7719681/product.html,,1,138.99,0,,#14587038529907,,,0,0,,,,,0
1856222,http://www.amazon.com/Pro-Lift-F-767-Grey-Profile-Floor/dp/B00BG6IJA0,,1,53.1,0,,#14587040826589,,,0,0,,,,,0
1856228,http://www.walmart.com/ip/Wilson-Eggshell-Fabric-Ottoman/45065436,,1,210.62,0,,#14587042275226,,,0,0,,,,,0
1856287,http://www.amazon.com/NuWave-Grill-Stainless-Steel-Stick/dp/B00T736DUW,,1,49.99,0,,#14587045705395,,,0,0,,,,,0
1856289,http://www.walmart.com/ip/Sauder-Beginnings-Entertainment-Wall-System-Cinnamon-Cherry/21793973,,1,129.97,0,,#14608642427486,,,0,0,,,,,0
